scorer,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000
104,230.6800,201.6044,0.9782,206.7294,200.2332,0.9690,182.9362,198.4306,0.9651,158.8641,197.1047,0.9968,122.7658,197.6744,0.9985,190.4835,262.0811,0.9867,166.7873,260.8155,0.9751,142.6193,258.7798,0.9591,118.7741,257.6015,0.9785,82.6029,258.7132,0.9545,170.6807,151.3319,0.9629,146.8984,150.7491,0.9693,122.7258,149.7274,0.9891,98.9019,149.2197,0.9600,62.8420,151.2741,0.9703
105,232.0388,201.9015,0.9801,207.9437,200.8243,0.9976,183.9108,198.7675,0.9676,160.0850,196.7417,0.9911,123.7646,197.3149,0.9513,191.7405,262.6870,0.9518,168.1558,260.9496,0.9829,143.9784,259.0527,0.9657,120.2772,257.6042,0.9724,84.0863,258.3869,0.9644,171.8766,151.3263,0.9751,148.3632,151.0344,0.9675,124.1622,149.7453,0.9590,99.7303,149.4968,0.9719,63.8203,151.1935,0.9673
106,233.1190,201.7488,0.9559,208.9602,200.5397,0.9900,185.0993,199.0593,0.9827,161.4565,196.8612,0.9723,125.0100,197.0876,0.9900,193.2937,262.2847,0.9734,169.3653,261.1799,0.9507,145.1699,259.5258,0.9716,121.2213,257.9897,0.9813,85.1458,257.7639,0.9923,173.1159,151.2869,0.9993,149.2278,151.0348,0.9766,125.1481,150.3284,0.9695,101.0863,149.6400,0.9839,65.2805,150.7884,0.9946
107,234.4988,201.7979,0.9622,210.5049,200.7676,0.9846,186.5163,198.9236,0.9786,162.4749,196.7947,0.9782,126.4584,196.5755,0.9696,194.2981,261.9996,0.9857,170.1934,261.3774,0.9819,146.4659,259.9310,0.9731,122.3608,257.7907,0.9842,86.6502,257.3970,0.9740,174.5553,151.0010,0.9725,150.4180,151.1498,0.9932,126.4763,150.2580,0.9732,102.2945,149.4459,0.9848,66.4145,150.2564,0.9909
108,235.5285,201.6258,0.9734,211.5653,200.9459,0.9597,187.2348,198.8819,0.9775,163.7009,197.0478,0.9948,127.6493,195.9408,0.9778,195.5433,261.9650,0.9572,171.7640,261.2962,0.9714,147.5631,260.1319,0.9920,123.5737,257.7228,0.9710,87.5852,256.7399,0.9580,175.6735,150.8245,0.9998,151.5581,151.3882,0.9985,127.4653,150.6426,0.9720,103.7498,149.7459,0.9997,67.6836,149.9264,0.9709
109,236.6640,201.5971,0.9739,212.7685,200.7774,0.9594,188.6740,199.5537,0.9700,164.7330,196.9710,0.9925,129.1212,195.4405,0.9553,196.8040,261.8267,0.9899,172.9022,261.4087,0.9551,148.9640,260.5002,0.9664,124.9153,258.1638,0.9521,89.1031,256.3141,0.9863,176.7190,150.7918,0.9694,152.7986,151.2467,0.9925,128.8596,150.8163,0.9671,105.0026,149.8488,0.9643,68.7639,149.4578,0.9850
110,237.8231,201.5478,0.9930,213.9653,200.5306,0.9533,190.0371,199.8258,0.9536,166.0500,197.6832,0.9949,130.0242,195.1027,0.9890,197.8605,261.8350,0.9867,174.0543,261.2529,0.9643,149.9782,260.4640,0.9526,126.2114,258.2628,0.9956,90.1888,256.6562,0.9532,177.8790,150.5439,0.9686,153.7896,151.1623,0.9826,129.9628,151.1430,0.9669,106.0204,150.2581,0.9722,70.0221,149.4739,0.9560
111,239.2887,201.2418,0.9913,215.1451,200.5024,0.9833,191.2895,200.0565,0.9571,167.1149,197.7616,0.9902,131.3257,195.1413,0.9625,199.4049,261.7824,0.9628,175.5784,261.1407,0.9631,151.1516,260.5277,0.9656,127.3629,258.8508,0.9641,91.2650,255.9391,0.9565,179.3772,150.8462,0.9943,155.2410,150.8824,0.9771,131.1974,151.5290,0.9679,107.1246,150.4786,0.9772,71.2523,148.8505,0.9852
112,240.4804,200.9444,0.9531,216.3591,200.3887,0.9565,192.3581,199.7270,0.9537,168.4442,198.4653,0.9759,132.4907,194.6545,0.9709,200.6745,261.5214,0.9540,176.3667,261.1922,0.9754,152.1812,260.6873,0.9769,128.5718,259.2051,0.9549,92.3848,256.1191,0.9626,180.3451,150.5279,0.9897,156.3685,150.8306,0.9915,132.3395,151.4420,0.9951,108.4961,150.9305,0.9731,72.5462,149.0310,0.9504
113,241.6769,200.6847,0.9772,217.5717,200.2355,0.9870,193.5173,200.0381,0.9643,169.7913,198.6185,0.9685,133.6417,195.0416,0.9826,201.5116,261.2089,0.9819,177.5753,260.8358,0.9718,153.6434,260.6737,0.9989,129.6446,259.6604,0.9648,93.6966,256.3535,0.9960,181.6381,150.3769,0.9584,157.4287,150.3798,0.9742,133.4867,151.2375,0.9910,109.6882,151.4006,0.9684,73.2572,149.4562,0.9744
114,242.9378,200.8356,0.9924,218.8698,199.8796,0.9826,194.7114,199.7171,0.9911,170.7189,198.9368,0.9540,135.0167,195.1676,0.9653,202.8697,261.2876,0.9741,178.9007,260.4948,0.9675,154.6449,260.2260,0.9941,130.8113,259.5595,0.9543,94.9952,256.3627,0.9782,182.8076,149.8443,0.9861,158.8172,150.1527,0.9699,134.9860,151.0579,0.9984,110.9980,151.5610,0.9926,74.9232,149.3539,0.9611
115,243.9361,200.7259,0.9858,219.9027,199.7853,0.9626,196.1409,199.8217,0.9577,171.9235,199.0630,0.9816,136.3195,195.2003,0.9745,204.1053,260.8427,0.9823,180.3251,260.5035,0.9819,156.1343,260.5981,0.9888,132.1087,260.0312,0.9657,96.1220,256.9173,0.9689,183.8427,150.0957,0.9784,160.0966,150.1231,0.9958,136.0381,151.0075,0.9985,111.9246,151.5063,0.9652,76.0217,149.7409,0.9840
116,245.2452,200.5949,0.9861,221.1699,199.2045,0.9563,196.9520,198.8026,0.9939,173.1722,199.0678,0.9682,137.1598,195.7913,0.9973,205.1396,260.8881,0.9810,181.2470,260.0865,0.9692,157.4178,260.2355,0.9511,133.1179,260.3551,0.9967,97.0476,257.2266,0.9760,185.0972,149.7908,0.9997,161.3859,149.8103,0.9933,137.3120,150.8766,0.9886,113.3613,151.8946,0.9944,77.2932,150.3103,0.9604
117,246.4503,200.6516,0.9812,222.2818,199.4883,0.9778,198.6682,199.1838,0.9853,174.5583,198.9409,0.9657,138.4008,196.3323,0.9744,206.2165,260.8786,0.9913,182.5186,259.9898,0.9711,158.1305,259.8472,0.9811,134.3230,259.9829,0.9715,98.5447,257.5835,0.9699,186.3402,149.8731,0.9641,162.2302,149.7254,0.9640,138.2497,150.7103,0.9582,114.4046,151.9081,0.9920,78.7363,150.6626,0.9512
118,247.3230,200.8191,0.9622,223.7552,199.4355,0.9605,199.4281,198.7034,0.9634,175.4877,198.7512,0.9897,139.4630,196.5206,0.9604,207.5714,260.7342,0.9751,183.5582,260.0766,0.9545,159.6454,259.6002,0.9627,135.5913,259.6870,0.9580,99.5343,258.2886,0.9596,187.6679,149.9706,0.9920,163.7696,149.7082,0.9793,139.5030,150.3389,0.9834,115.4549,151.7273,0.9967,79.4160,151.0202,0.9846
119,248.4732,200.8570,0.9774,224.8652,199.4804,0.9847,200.7664,198.5844,0.9806,176.8538,198.4805,0.9554,140.7533,196.9798,0.9540,208.7770,261.1067,0.9532,184.7903,260.2183,0.9844,160.6367,259.6775,0.9998,136.7712,259.6268,0.9603,100.9172,258.5937,0.9543,188.7627,149.9526,0.9620,164.5431,149.7751,0.9834,140.7531,150.2115,0.9943,116.8977,151.3504,0.9953,80.8200,151.6390,0.9924
120,250.3918,201.0348,0.9530,226.1076,199.5646,0.9989,202.0233,198.1463,0.9677,178.0866,198.2460,0.9560,142.0954,197.2231,0.9619,210.0820,261.4502,0.9980,185.9359,260.2131,0.9803,162.2807,259.1043,0.9697,138.1727,259.4560,0.9583,101.9686,259.0328,0.9623,189.6010,150.1500,0.9979,166.0447,149.9711,0.9961,141.8943,149.9975,0.9645,118.0773,150.9632,0.9835,82.0140,152.0919,0.9996
121,251.2085,201.2951,0.9832,227.3752,199.8040,0.9812,203.2593,198.3383,0.9591,179.4305,197.9970,0.9804,143.2772,197.6421,0.9650,211.2566,261.6257,0.9720,187.0720,260.2678,0.9532,163.2602,258.9737,0.9516,139.0735,258.9403,0.9672,103.4275,259.2776,0.9918,191.1881,150.5947,0.9544,167.3679,149.9780,0.9679,143.2120,149.7081,0.9785,119.4012,150.5152,0.9735,83.3892,152.4744,0.9886
122,252.2040,201.5306,0.9880,228.3944,200.3117,0.9887,204.4287,197.8957,0.9831,180.6554,197.3788,0.9656,144.4739,197.8003,0.9595,212.2583,261.6969,0.9923,188.4105,260.5879,0.9669,164.5662,258.8451,0.9737,140.3715,258.7622,0.9998,104.2543,259.5793,0.9766,192.4491,150.5563,0.9524,168.4776,150.0988,0.9809,144.5214,149.6231,0.9677,120.0791,150.3468,0.9526,84.3284,152.4632,0.9621
123,253.4204,201.6396,0.9571,229.8391,200.0860,0.9670,205.5316,198.1379,0.9553,181.9748,197.2700,0.9502,145.6930,197.3331,0.9735,213.5761,261.7715,0.9619,189.5744,260.6922,0.9575,165.8874,259.0069,0.9714,141.6856,258.6343,0.9797,105.6494,259.5588,1.0000,193.6131,150.5882,0.9625,169.6937,150.5691,0.9577,145.5016,149.7183,0.9639,121.4709,149.7899,0.9570,85.6981,152.2389,0.9883
124,254.5550,201.4435,0.9869,231.1306,200.4682,0.9976,207.1000,198.1761,0.9798,182.9087,197.1130,0.9870,146.6371,197.4995,0.9762,214.4884,262.0553,0.9613,190.8683,261.1342,0.9857,166.6913,259.2045,0.9949,143.2356,258.0900,0.9587,106.8530,259.2619,0.9569,194.8591,150.9161,0.9528,170.9294,150.6568,0.9863,146.6392,150.1071,0.9528,123.0203,149.7292,0.9520,86.9547,152.1172,0.9976
125,255.9332,201.8863,0.9777,232.3267,200.7970,0.9937,208.1049,198.5071,0.9929,184.1797,196.5999,0.9562,147.8421,196.8879,0.9941,216.1275,262.0164,0.9668,192.3790,261.2265,0.9782,168.1735,259.4713,0.9942,144.1343,258.0216,0.9965,108.2042,259.0043,0.9604,195.9475,150.8216,0.9677,171.8850,150.5223,0.9574,147.7483,150.1517,0.9630,123.8439,149.7252,0.9502,87.8460,152.0348,0.9933
126,257.2655,201.9262,0.9920,233.0381,200.9742,0.9907,209.2461,198.8970,0.9585,185.3532,196.4463,0.9560,149.3831,196.6728,0.9732,217.1072,262.1997,0.9900,193.0474,261.6546,0.9902,169.2473,259.3106,1.0000,145.0616,258.1238,0.9595,109.3295,258.5435,0.9528,197.1093,151.0211,0.9523,173.4016,151.0464,0.9747,149.0736,150.5882,0.9811,125.3471,149.8103,0.9685,89.2508,151.6514,0.9666
127,258.2127,201.8967,0.9730,234.4794,200.8903,0.9514,210.4865,198.8422,0.9981,186.4144,196.7990,0.9706,150.4436,196.0077,0.9847,218.4283,262.0298,0.9644,194.2975,261.2759,0.9668,170.6730,259.9034,0.9663,146.5602,258.1696,0.9764,110.4590,258.2589,0.9583,198.4556,151.1210,0.9822,174.5522,151.4114,0.9782,150.3249,150.5612,0.9805,126.3340,149.8085,0.9921,90.4193,151.0819,0.9508
128,259.3607,201.8195,0.9794,235.4335,200.6840,0.9833,211.3674,198.9390,0.9744,187.8084,196.9592,0.9844,151.8627,195.8665,0.9766,219.5771,261.9960,0.9940,195.7331,261.0929,0.9991,171.3814,260.5495,0.9633,147.6256,258.4819,0.9750,111.9142,257.5479,0.9624,199.5395,150.9165,0.9519,175.4261,151.2328,0.9696,151.6898,150.9501,0.9732,127.2990,149.9393,0.9858,91.2886,150.6889,0.9726
129,260.4740,201.5018,0.9728,236.8665,200.9308,0.9506,212.7617,199.4755,0.9886,189.1005,197.6208,0.9706,153.1347,194.9366,0.9587,220.6356,261.8387,0.9749,196.8057,261.5048,0.9584,172.6123,260.4439,0.9503,148.7243,258.8048,0.9765,112.6930,257.2364,0.9536,200.6172,150.8792,0.9723,176.9181,151.0566,0.9849,152.5953,151.3925,0.9519,128.7164,150.3224,0.9538,92.6538,150.2924,0.9862
130,262.1853,201.5569,0.9572,238.0828,200.6650,0.9961,213.9604,199.9092,0.9743,190.2803,197.3307,0.9761,154.2118,195.1196,0.9697,222.0521,261.5982,0.9582,198.0251,261.2685,0.9870,173.8653,260.8439,0.9786,150.0684,259.0571,0.9590,113.9549,257.2174,0.9829,201.9731,150.4834,0.9545,177.9104,151.1768,0.9699,154.1031,151.4827,0.9957,129.8358,150.3571,0.9694,93.8857,150.1208,0.9991
131,263.0863,201.3864,0.9718,239.0258,200.3664,0.9869,215.2896,199.7764,0.9903,191.2511,197.6927,0.9696,155.5223,194.5410,0.9888,223.1441,261.4705,0.9723,199.3339,261.1229,0.9584,175.3001,260.9460,0.9833,151.4086,259.4657,0.9954,115.3335,256.6393,0.9937,203.1711,150.2507,0.9521,179.4002,150.7739,0.9630,155.2616,151.5667,0.9964,131.0322,151.0781,0.9672,95.0920,149.9280,0.9735
132,264.3703,201.1849,0.9695,240.1826,200.4123,0.9840,216.4518,199.8583,0.9943,192.5982,197.9117,0.9613,156.7520,194.5156,0.9571,224.2484,261.3696,0.9738,200.2805,261.0539,0.9964,176.4124,260.9841,0.9528,152.3897,259.9013,0.9888,116.6284,256.5280,0.9655,204.2851,150.0554,0.9901,180.4119,150.7993,0.9934,156.6448,151.4653,0.9770,132.1584,151.3477,0.9819,96.2675,149.9785,0.9739
133,265.4453,201.0594,0.9813,241.7121,200.1416,0.9759,217.7188,199.6482,0.9702,193.6882,198.4427,0.9891,157.6646,194.9648,0.9654,225.4885,261.3281,0.9673,201.5371,260.6937,0.9845,177.8900,260.7138,0.9901,153.7176,260.0001,0.9926,117.5192,256.8558,0.9661,205.7072,149.7987,0.9571,181.7072,150.5241,0.9549,157.4752,151.6322,0.9605,133.6667,151.8416,0.9666,97.4464,150.1991,0.9720
134,266.4832,200.9131,0.9990,242.9404,200.0840,0.9678,218.9705,199.5735,0.9712,194.5856,198.8150,0.9686,158.9012,194.8604,0.9521,226.5285,260.9949,0.9997,202.6238,260.4239,0.9958,179.0643,260.7338,0.9577,154.8159,259.9983,0.9954,118.8428,257.3137,0.9729,206.6892,149.8517,0.9800,182.8740,150.3427,0.9901,158.6817,151.4852,0.9759,134.6402,151.6365,0.9625,98.7421,150.4097,0.9674
135,268.0453,200.5980,0.9849,244.1431,200.1800,0.9776,219.9477,199.6225,0.9670,196.0758,198.9223,0.9602,160.0186,194.9406,0.9925,228.1037,261.1153,0.9852,203.9473,260.4204,0.9777,180.1788,260.5522,0.9675,155.8774,260.2239,0.9802,120.3161,257.4187,0.9960,207.8657,149.4734,0.9870,184.0355,150.1617,0.9985,160.1505,151.2452,0.9589,136.1654,152.1217,0.9535,100.2405,150.5344,0.9636
136,269.2180,200.8494,0.9585,245.1558,199.8948,0.9928,221.4435,199.2932,0.9930,197.4072,198.9224,0.9954,161.5644,195.3858,0.9626,229.5184,260.8756,0.9946,205.0006,260.4034,0.9816,181.2919,260.5961,0.9805,157.3251,260.4856,0.9779,121.3289,258.2587,0.9895,209.0611,149.2633,0.9925,185.3269,149.9287,0.9849,161.2601,151.1654,0.9765,136.9784,151.9677,0.9551,101.0196,151.2673,0.9863
137,270.6405,200.7089,0.9919,246.4572,199.5703,0.9807,222.6035,199.3948,0.9837,198.7701,198.9525,0.9723,162.6918,195.9818,0.9992,230.3258,260.9576,0.9857,206.5723,260.0754,0.9774,182.3814,260.1756,0.9996,158.4065,260.4242,0.9545,121.9806,258.5071,0.9933,210.3373,149.7817,0.9726,186.3726,149.5673,0.9825,162.3544,150.7731,0.9604,138.4524,152.0843,0.9640,102.4462,151.8489,0.9528
138,271.8161,201.0324,0.9807,247.7601,199.7794,0.9664,223.4651,198.5968,0.9534,199.4068,198.6933,0.9982,163.7552,196.3876,0.9820,231.5434,261.0088,0.9524,207.6567,260.2229,0.9774,183.7289,260.0227,0.9971,159.4079,260.5417,0.9565,123.6998,258.7750,0.9554,211.4639,149.5671,0.9827,187.3774,149.6916,0.9862,163.3069,150.4451,0.9606,139.4173,152.4304,0.9826,103.5822,152.2031,0.9814
139,272.6835,201.0347,0.9613,248.8566,199.6257,0.9599,224.8644,198.3207,0.9775,200.5302,198.5729,0.9712,165.0371,196.8021,0.9562,233.0798,261.0494,0.9642,208.7492,260.3875,0.9653,184.6005,259.4881,0.9766,160.9489,260.0840,0.9729,124.7678,259.4203,0.9996,212.7849,150.1504,0.9931,188.6683,149.7511,0.9790,164.5959,150.3544,0.9918,141.1038,151.9550,0.9898,104.8819,152.4901,0.9667
140,274.0159,201.2062,0.9882,249.8657,199.5914,0.9613,226.2698,198.1306,0.9892,201.9473,198.3862,0.9695,165.9156,197.2303,0.9826,233.9100,261.0687,0.9986,210.2020,260.1788,0.9865,186.0667,259.3337,0.9746,161.9585,260.1157,0.9820,126.0071,259.5735,0.9855,214.0682,149.8695,0.9778,190.0936,150.0768,0.9562,166.0129,150.3188,0.9959,142.0129,151.3818,0.9920,106.0043,152.8519,0.9683
141,274.9634,201.7009,0.9595,251.3003,199.7962,0.9598,227.2890,198.1021,0.9525,203.3418,197.7100,0.9920,167.0407,197.3842,0.9918,235.1894,261.6223,0.9735,211.4470,260.0545,0.9902,187.1274,259.2920,0.9759,163.1955,259.5458,0.9524,127.2047,259.9544,0.9698,215.2338,150.4141,0.9814,191.2559,149.9275,0.9842,167.3884,149.8662,0.9894,143.4630,151.1552,0.9525,107.2126,153.0570,0.9922
142,276.4985,201.7628,0.9931,252.6617,199.9294,0.9903,228.6357,198.3614,0.9810,204.3042,197.4379,0.9670,168.4684,197.2955,0.9674,236.1312,261.5052,0.9648,212.1978,260.5107,0.9723,188.8328,258.8138,0.9600,164.5130,259.1245,0.9614,128.4694,260.0360,0.9573,216.3741,150.5709,0.9986,192.6638,150.2513,0.9510,168.5551,150.0655,0.9788,144.4493,151.0468,0.9825,108.3357,153.0487,0.9814
143,277.5791,201.6609,0.9974,253.7472,200.5291,0.9563,229.5792,197.9420,0.9600,205.7516,197.3322,0.9687,169.6727,197.4222,0.9618,237.7175,261.4981,0.9629,213.9638,260.4073,0.9978,189.6098,259.1632,0.9553,165.7283,258.8659,0.9839,129.3480,260.0914,0.9816,217.6532,150.4628,0.9587,193.7072,150.3267,0.9527,169.4873,150.0444,0.9830,145.6373,150.4612,0.9684,109.6535,152.8970,0.9866
144,278.8203,201.8258,0.9593,254.8312,200.4611,0.9839,230.7286,198.4092,0.9796,206.7967,196.9101,0.9918,171.0798,197.1990,0.9804,238.9184,261.6833,0.9860,214.8619,260.9129,0.9511,190.7822,259.4353,0.9536,166.9137,258.8169,0.9852,130.8639,259.9351,0.9966,218.9401,150.7476,0.9575,194.6011,150.6138,0.9855,170.9746,150.0990,0.9898,146.6372,150.0393,0.9677,110.4857,153.1113,0.9712
145,279.9900,201.9467,0.9524,255.8935,200.8827,0.9871,232.1323,198.5003,0.9843,207.8134,196.8393,0.9788,172.2989,196.7145,0.9792,240.0018,261.8693,0.9579,216.0001,260.8550,0.9773,192.2350,259.6604,0.9506,167.8782,258.3299,0.9937,131.8676,259.8344,0.9644,220.0870,150.8896,0.9945,196.1372,150.9030,0.9787,172.0466,150.4713,0.9594,147.9724,150.3293,0.9811,111.7990,152.6609,0.9975
146,281.0371,202.2478,0.9995,257.1306,200.9018,0.9916,233.2889,198.6881,0.9862,209.5497,196.9011,0.9872,173.2802,196.4921,0.9904,240.9720,261.9890,0.9680,217.3101,261.6428,0.9899,193.2839,259.8143,0.9785,169.2669,258.6293,0.9871,133.0680,259.3832,0.9701,221.0237,150.8491,0.9934,197.0743,151.1548,0.9703,173.3039,150.4112,0.9669,149.5344,150.3105,0.9661,113.2465,152.0947,0.9729
147,282.3386,202.1462,0.9982,258.5416,201.1200,0.9600,234.4391,199.0977,0.9840,210.5787,197.0304,0.9546,174.5704,195.9957,0.9944,242.3558,261.9286,0.9558,218.2578,261.3000,0.9582,194.2930,260.4538,0.9868,170.0362,258.8348,0.9538,134.1113,258.8823,0.9990,222.4784,150.7335,0.9905,198.4572,150.9769,0.9905,174.4843,150.7936,0.9819,150.4154,149.8165,0.9523,114.2831,151.9607,0.9505
148,283.2721,201.5100,0.9910,259.4290,200.8664,0.9979,235.6520,199.4476,0.9794,211.8339,196.7830,0.9927,175.6097,195.3940,0.9583,243.6333,261.7296,0.9649,219.6547,261.4765,0.9636,195.8012,260.7181,0.9723,171.8569,259.0563,0.9773,135.8421,258.4962,0.9904,223.5126,150.5101,0.9989,199.6814,151.3719,0.9507,175.4751,151.2745,0.9589,151.6702,150.1559,0.9638,115.6621,151.8628,0.9950
149,284.5675,201.7727,0.9698,260.9307,200.7870,0.9660,237.0501,199.5231,0.9728,212.9315,197.0500,0.9537,176.8271,194.9481,0.9977,244.8999,261.6717,0.9941,220.6334,261.3417,0.9797,196.5161,260.7086,0.9682,172.8999,259.1678,0.9567,136.8154,257.8939,0.9928,224.8780,150.4572,0.9943,200.8414,150.9640,0.9657,176.8757,151.2757,0.9542,153.0267,150.8565,0.9920,116.4827,151.1418,0.9665
150,286.1645,201.9068,0.9597,261.9585,200.7632,0.9587,238.0338,199.7977,0.9734,214.1811,197.4672,0.9943,178.2048,194.5134,0.9672,245.9808,261.4387,1.0000,221.9627,261.2938,0.9907,198.0031,260.7465,0.9937,174.1102,259.7028,0.9524,138.2915,257.7198,0.9755,225.7467,150.4530,0.9560,201.7775,151.0901,0.9589,178.2096,151.6789,0.9607,154.1395,151.1992,0.9986,117.7475,150.8643,0.9648
151,287.2728,201.5725,0.9731,263.1470,200.7164,0.9811,239.3330,199.9691,0.9733,215.3314,197.8978,0.9802,179.3062,194.6523,0.9947,247.0101,261.4332,0.9697,223.1599,260.8336,0.9600,199.2828,261.4017,0.9667,175.2108,259.9319,0.9881,139.2427,257.6666,0.9800,227.0474,150.2031,0.9550,203.4306,150.8381,0.9708,179.2238,151.6177,0.9888,155.1585,151.4756,0.9918,119.0085,150.9358,0.9658
152,288.7897,201.5520,0.9662,264.4018,200.4190,0.9939,240.2586,200.0026,0.9797,216.3975,197.9564,0.9796,180.5161,194.5443,0.9905,248.1535,261.1129,0.9779,224.3433,261.2087,0.9888,200.3240,261.1313,0.9633,176.1580,260.3322,0.9997,140.2885,257.6226,0.9930,228.4279,149.5965,0.9503,204.2268,150.7319,0.9560,180.3368,151.8365,0.9895,156.4498,151.7190,0.9709,120.3668,150.7692,0.9558
153,289.5252,201.0906,0.9764,265.8117,200.4096,0.9632,241.7807,200.1459,0.9526,218.0362,198.3557,0.9769,181.7216,194.3865,0.9898,249.4322,260.9969,0.9502,225.7472,260.7804,0.9968,201.4871,260.9353,0.9900,177.9027,260.5191,0.9619,141.4334,257.9240,0.9631,229.5839,149.8026,0.9749,205.8239,150.4026,0.9800,181.8784,152.1004,0.9646,157.4528,151.9689,0.9504,121.5100,150.8193,0.9855
154,290.8215,201.2091,0.9583,266.9894,200.2278,0.9612,242.7786,199.7065,0.9887,218.6340,198.6102,0.9785,182.9527,194.9088,0.9618,250.8227,260.8520,0.9701,227.0054,260.5911,0.9908,202.8728,261.1746,0.9997,178.6346,260.5586,0.9517,142.5792,257.9100,0.9856,230.8476,149.4656,0.9982,206.7509,150.3697,0.9881,182.9570,151.4893,0.9910,158.7572,152.2910,0.9695,122.7851,151.3520,0.9815
155,291.9563,200.9540,0.9806,267.6040,200.1050,0.9849,244.0699,199.6798,0.9549,220.1004,199.2599,0.9561,184.1036,195.1374,0.9915,251.9949,260.7179,0.9661,227.6803,260.1899,0.9848,204.1226,261.0964,0.9583,179.8284,260.9143,0.9597,144.1893,258.3118,0.9793,231.7520,149.2308,0.9601,208.0477,149.9221,0.9661,184.5047,151.6798,0.9590,160.3570,152.5581,0.9824,124.2502,151.3936,0.9739
156,293.0326,201.0826,0.9657,269.4284,199.9921,0.9874,245.0582,199.3655,0.9551,221.0522,199.1344,0.9899,185.1147,195.7321,0.9511,253.1311,260.6568,0.9638,229.1871,260.0173,0.9844,205.2522,260.6609,0.9796,181.1487,260.9300,0.9733,145.3187,258.8769,0.9696,233.0470,149.0998,0.9994,209.2552,149.7878,0.9585,185.0221,151.5942,0.9820,161.3323,152.2853,0.9845,125.0054,151.9511,0.9994
157,294.4841,201.0988,0.9784,270.5377,199.5817,0.9893,246.2635,199.4011,0.9771,222.4328,198.9184,0.9519,186.5630,195.6695,0.9883,254.3695,260.5372,0.9668,230.1594,260.1200,0.9671,206.5023,260.1456,0.9654,182.5862,260.9134,0.9531,146.2334,259.2366,0.9572,234.4303,149.5390,0.9869,210.3411,149.6492,0.9845,186.3918,150.9801,0.9930,162.3631,152.6742,0.9748,126.3989,152.2818,0.9583
158,295.7826,201.1417,0.9622,271.9328,199.8932,0.9528,247.4579,198.8777,0.9931,223.7611,198.8400,0.9699,187.7029,196.5046,0.9559,255.5098,260.3682,0.9976,231.7098,260.1434,0.9965,207.6121,259.8456,0.9758,183.5566,261.0628,0.9687,147.3827,259.3869,0.9571,235.6935,149.4436,0.9552,211.4836,149.8673,0.9624,187.4486,150.9175,0.9866,163.6693,152.5720,0.9585,127.2406,152.6149,0.9581
159,296.7692,201.4680,0.9726,272.7590,199.4228,0.9554,249.1512,198.7289,0.9775,224.8533,198.2455,0.9909,188.8702,196.8824,0.9501,257.1182,260.9192,0.9914,232.7400,260.2821,0.9849,208.8841,260.0371,0.9933,184.8092,260.4997,0.9621,148.8339,260.4018,0.9778,236.9495,149.6045,0.9684,212.8312,149.6840,0.9567,189.0080,150.5446,0.9913,164.8100,152.3271,0.9879,128.9322,153.4192,0.9596
