Rpectbase_X,Rpectbase_Y,Rpectbase_Z,Rpecttip_X,Rpecttip_Y,Rpecttip_Z,Lpectbase_X,Lpectbase_Y,Lpectbase_Z,Lpecttip_X,Lpecttip_Y,Lpecttip_Z,Rpelvicbase_X,Rpelvicbase_Y,Rpelvicbase_Z,Rpelvictip_X,Rpelvictip_Y,Rpelvictip_Z,Lpelvicbase_X,Lpelvicbase_Y,Lpelvicbase_Z,Lpelvictip_X,Lpelvictip_Y,Lpelvictip_Z,snout_X,snout_Y,snout_Z,mid1_X,mid1_Y,mid1_Z,mid2_X,mid2_Y,mid2_Z,mid3_X,mid3_Y,mid3_Z,peduncle_X,peduncle_Y,peduncle_Z,caudaltip_X,caudaltip_Y,caudaltip_Z
754.6428,372.4989,-0.7986,753.7626,398.9194,-10.2303,751.9402,358.5732,-0.8778,753.3718,335.3125,8.3293,711.9165,385.2553,3.4056,721.2669,395.2575,-1.5361,709.4071,373.3093,3.1862,700.4148,363.2287,-1.4146,774.3888,360.3328,-2.4145,751.0419,366.3063,-3.0257,728.0022,374.7079,1.0042,704.5847,380.3938,3.8322,680.3780,380.6570,1.2705,655.9569,381.5461,-2.7788
756.3163,371.5999,-1.1102,758.4804,396.6240,-5.6274,753.4781,357.3932,-1.3090,751.6001,333.9933,3.4257,713.6615,385.0853,2.5759,722.7039,395.4076,-1.3893,711.2628,373.4148,2.6067,702.4547,362.7127,-1.9559,775.9060,360.1028,-2.2565,752.5819,365.3108,-3.1916,729.9986,373.5164,-0.5569,706.8446,380.3807,3.6103,682.3498,381.6238,2.6793,658.2450,381.8272,-2.1183
757.8008,370.8131,-1.2871,764.3758,393.5747,1.0277,754.9562,356.7427,-1.0150,748.3063,333.2235,-3.2269,715.6030,384.6340,2.0296,724.1883,395.0693,-1.5298,712.8437,372.8162,2.0202,704.6072,361.9432,-1.6560,777.8797,360.0552,-0.8007,754.1196,364.1428,-3.7695,731.4661,372.0613,-1.4587,708.4010,380.0919,2.8175,684.3262,382.6473,3.1918,660.0827,382.0565,-0.7950
760.1346,370.2454,-0.9150,769.3805,391.2345,7.3501,756.8796,355.8975,-0.5673,746.2703,332.6109,-8.5915,717.3450,383.4883,0.9026,725.5664,394.2494,-1.7492,714.9304,371.6453,0.9300,706.8282,361.2178,-2.0372,779.5266,360.0907,0.3770,755.9355,363.5931,-3.3180,732.8240,371.0240,-2.3622,710.2175,379.4894,2.1244,686.6241,383.6686,3.5085,661.6469,382.9827,0.1619
761.4377,369.7783,0.0238,773.3269,389.9085,11.2657,758.6715,355.4919,-0.0254,745.6165,332.1300,-11.5409,718.7431,382.3552,-0.1183,725.9625,393.4652,-1.8849,716.4502,370.8678,-0.3068,708.9822,359.7245,-2.2696,781.3348,360.1744,1.1764,757.4359,362.8284,-2.7983,734.5570,369.5057,-2.7773,712.0470,378.5053,0.9712,688.6780,384.3770,3.5065,663.9457,383.8650,1.2980
763.2479,369.7115,0.9890,776.5283,389.3951,13.9110,760.7224,355.4659,1.1389,746.3705,331.6015,-12.1215,720.6598,380.9803,-1.5426,727.0174,392.0764,-2.2303,717.8455,369.1009,-1.0389,711.6722,358.5898,-2.2609,783.1784,360.2731,2.1216,759.3148,362.8605,-1.9912,736.1051,368.3594,-3.4363,713.4929,377.7315,-0.1539,690.4799,384.5065,3.2250,666.1922,384.9550,2.4215
764.8307,369.6315,1.8336,778.4167,389.1373,15.8167,762.1848,355.5189,1.8460,747.9012,331.9627,-11.6691,721.7831,379.2699,-2.4317,727.6257,390.4430,-1.9596,719.2142,367.5942,-2.1542,713.2307,356.7917,-2.3775,785.1572,360.5666,3.0772,761.2793,363.0397,-1.0740,737.6905,367.4008,-3.6484,714.9454,376.2417,-1.0890,691.9921,384.4276,2.8792,668.1881,386.3724,3.2688
767.0314,369.8717,3.0157,780.7666,389.3933,17.1369,764.0000,356.1151,3.3616,749.1724,331.8089,-10.7547,723.2997,377.9860,-3.2401,728.3028,389.1232,-2.2904,720.8466,366.0968,-3.0411,715.7349,355.0048,-2.1750,787.3117,360.6784,3.4136,763.2806,363.0240,0.3256,739.6386,366.3951,-3.1680,716.6336,374.4755,-2.4611,693.6797,384.1095,2.0954,670.5093,387.5238,3.4993
769.0261,370.1031,4.0389,782.7504,389.3662,18.4514,766.0271,356.0574,4.1726,751.1784,332.2637,-9.9559,724.9333,376.3324,-3.4865,729.3362,388.1238,-1.8887,722.6763,365.1405,-3.4722,718.3006,353.4341,-1.6388,788.9841,360.3504,3.6416,764.8930,363.2066,1.2814,741.1549,365.8991,-2.6541,718.0180,372.8978,-3.0276,695.4781,382.8389,0.7707,671.9856,388.3344,3.5464
770.6300,370.6615,4.9736,784.4478,389.6459,19.4362,768.0710,356.6367,5.0261,753.1571,332.8453,-9.1145,726.7147,375.1830,-3.4394,730.1654,387.1821,-0.8813,723.8391,363.5616,-3.4968,720.8626,351.8108,-0.9917,790.5443,360.2809,3.3352,766.9476,363.5104,2.4291,742.7667,365.6080,-2.0691,719.5381,371.4448,-3.4656,697.2552,381.4480,-0.1067,674.3129,388.4996,3.4593
773.1021,370.9690,5.4047,786.2639,389.9990,19.8101,769.9108,356.7770,5.8204,755.1085,333.0172,-8.4317,728.3632,374.3609,-2.8658,730.5700,386.1629,0.1381,725.7497,362.7589,-3.1004,723.4376,350.9631,-0.3304,792.6182,360.2562,3.0218,769.0862,364.0436,3.4068,744.5856,365.8073,-1.0333,721.2828,369.9829,-3.6039,698.6564,379.9142,-1.3410,676.1222,388.4459,2.6536
774.5161,371.3136,5.9943,788.5094,390.2042,20.3004,771.7085,357.1213,5.9777,756.8298,333.0926,-8.2516,729.9184,373.8929,-2.6093,731.1207,385.7280,1.6177,727.1935,362.1044,-2.7577,725.7144,350.2663,1.5396,794.3548,359.5676,1.7903,770.6359,364.4785,3.3673,746.5757,365.9824,0.3307,722.9706,369.3221,-3.4790,700.1216,377.8305,-2.2465,677.7793,387.7062,2.1394
776.3871,371.4701,5.9654,790.4538,390.1329,19.9910,773.5078,357.3955,5.8640,758.6889,333.1935,-8.3488,731.7870,373.8516,-1.8293,732.3523,385.7785,3.1635,729.1803,362.0786,-1.7034,728.4197,349.7930,2.8759,796.0533,359.0973,1.0654,772.7887,364.6495,3.5748,748.5526,366.4304,1.3844,724.3913,368.6082,-2.8330,701.6786,376.2021,-2.9982,679.1869,386.8075,0.6603
778.0781,371.2432,5.4058,792.1808,390.5678,19.4134,775.3790,357.1847,5.5072,760.4946,333.1493,-8.4405,733.6283,373.8849,-1.4350,733.1305,386.0454,4.7602,731.1276,362.2749,-0.9452,730.9004,349.8627,4.7029,797.6324,358.3300,-0.1125,774.5325,364.3979,3.6574,750.5589,366.8975,2.3032,726.3251,368.3543,-2.0031,703.1176,374.5640,-3.4041,680.9407,385.1338,-0.4060
780.1612,370.7322,4.5499,793.8041,390.0691,18.5470,777.2178,356.5914,4.6186,762.7038,332.8150,-9.0002,735.5866,374.0901,0.5529,734.4790,386.7625,6.1456,732.9638,362.5799,0.5409,734.0199,350.1644,6.3283,799.2981,357.3662,-1.1285,776.2476,364.5871,2.7953,752.4847,367.8526,2.8077,727.8231,368.6462,-0.9694,704.5936,373.0137,-3.5348,682.0639,383.5094,-1.6372
782.1085,370.0735,3.9677,794.8458,389.9669,16.9956,778.7924,356.2177,3.7811,765.2475,332.3849,-8.7991,737.6033,375.2124,1.3155,735.6512,387.4109,7.8655,735.1433,363.0139,1.4139,736.9701,350.5806,7.8032,801.0642,356.4768,-2.3795,778.2118,363.8022,2.0085,754.5214,367.9174,3.3376,730.0352,369.3341,0.2203,706.1673,371.9922,-3.2788,683.6933,381.4521,-2.3579
783.5715,369.5433,2.9714,795.4299,389.2729,14.0397,780.8202,355.0896,2.8961,767.3713,331.7263,-8.6066,739.5785,375.4469,2.1545,737.1727,388.2865,9.0234,736.9369,363.8785,2.5966,739.5719,351.0739,9.3411,802.6581,355.5991,-2.8428,779.8091,363.1557,0.9005,756.2133,368.6415,3.5917,731.9705,369.8114,1.0655,707.7748,371.5130,-2.8167,685.0375,379.5585,-2.9938
784.8618,368.5401,1.6989,794.8486,389.5217,9.6745,782.2884,354.5691,1.5252,771.7909,330.8429,-6.3617,741.4862,376.4549,3.1144,738.8322,389.4793,10.2174,739.0389,364.6799,2.9052,742.0257,351.8375,10.1169,804.2833,354.7733,-3.1047,781.4802,362.2668,-0.4058,758.1792,368.6662,3.2873,734.2103,370.7832,2.2515,709.7873,371.5630,-1.7051,686.6039,377.6865,-3.5208
786.6450,367.5826,0.6013,792.8468,389.8934,2.8445,783.6217,353.2850,0.4412,777.1609,329.8124,-1.5162,743.5822,376.9660,3.2243,739.8949,390.2080,10.5666,741.2560,365.5554,3.4593,744.6143,352.6061,10.7951,806.0152,353.9162,-3.6721,783.0060,361.0886,-1.3525,760.0179,368.3840,2.6886,735.9453,371.3926,3.0057,711.6680,371.5489,-0.9879,687.7292,376.1048,-3.2127
788.3908,365.9954,-0.5881,790.5235,390.9140,-4.6704,785.4888,352.1640,-0.2354,783.4995,328.6977,4.2216,745.3404,377.6414,3.5118,741.5661,390.9519,11.0769,743.1744,365.9122,3.4610,746.7031,352.8378,10.8543,807.8094,353.2305,-3.1190,784.6964,359.9398,-2.2322,761.7318,367.9668,1.8218,738.1812,372.4812,3.2321,713.7311,372.0303,0.4983,689.9470,374.8637,-3.3261
789.7626,365.0099,-0.8873,789.4724,391.3905,-10.5815,786.7448,351.1859,-1.1149,788.3771,327.9210,8.4254,747.3350,377.6229,3.2295,742.9419,390.8407,10.5053,745.0194,366.0814,3.4003,749.3836,352.9743,10.3725,809.4302,352.9730,-2.6474,786.2638,358.6239,-3.0629,763.6043,367.2059,0.9308,740.1120,372.6309,3.6897,715.7282,373.2451,1.1396,691.2960,374.2806,-2.6120
791.6211,364.3102,-1.3610,789.0955,391.5307,-13.4525,788.4740,350.1728,-1.1397,791.9000,326.9050,11.0126,749.3147,377.4865,2.7714,744.7502,390.4595,9.2832,746.6597,365.7006,2.7031,750.7512,352.7391,9.5615,811.2181,352.3655,-1.7368,787.8640,357.8227,-3.8266,765.1316,366.1114,-0.1123,741.9421,372.7912,3.5011,717.4864,374.1544,2.2969,693.1531,373.9374,-2.0649
793.1796,363.3726,-0.9487,790.1381,390.7802,-14.4653,790.2220,349.3060,-1.2718,794.4422,326.1807,12.2258,750.7853,376.9500,1.9764,746.2330,390.4161,8.4040,748.4319,365.4845,1.6955,752.8714,352.0581,8.3097,813.1657,352.5397,-0.8191,789.5158,356.7591,-3.7279,767.0387,364.6853,-1.3782,743.5177,372.6184,2.9071,719.7341,375.0417,3.1616,694.8717,374.5763,-0.9523
794.9523,362.5144,-0.6982,791.3345,390.1459,-14.5526,791.9225,348.7731,-0.5402,796.6349,325.4629,13.1232,752.4384,376.0986,1.0685,747.5977,389.3815,6.9457,750.0414,364.3712,0.8925,754.3358,351.0881,7.0962,814.8529,352.5815,0.3105,790.8968,356.0914,-3.5762,768.3991,363.7024,-1.9943,745.3223,372.1316,1.9487,721.7177,376.3461,3.2636,697.3647,375.3977,0.2462
796.8024,362.1212,-0.0050,792.7657,389.8894,-13.8857,793.5612,348.2747,-0.1045,798.1630,324.9803,13.7007,753.7953,374.6657,-0.0207,749.5645,388.0053,5.4388,751.6780,363.1331,-0.1876,755.9053,349.8727,5.3278,816.7459,352.7429,1.6654,793.0712,355.5082,-2.8771,769.8150,362.0900,-2.8858,747.1686,371.2215,1.0230,723.7380,376.8369,3.6711,699.0071,376.3814,1.3819
798.7216,362.3796,0.7470,794.9489,389.7541,-13.4469,795.7084,348.1220,0.9907,800.3583,325.1679,14.9029,755.7066,373.5493,-1.2842,751.4796,386.4852,3.8693,753.1291,361.9639,-1.2612,757.4959,348.5007,3.6176,818.6402,352.7911,2.2069,794.5944,355.5344,-1.8412,771.2502,360.8141,-3.4877,749.0975,369.8993,-0.3495,725.4679,377.0130,3.1816,701.1947,377.6293,2.2515
800.4464,362.1085,2.1786,796.4750,390.1365,-12.3667,797.4339,348.0450,1.8904,802.1434,324.9574,16.1482,757.2193,371.7729,-2.5580,752.9794,385.3974,1.9834,754.6125,359.8687,-2.2164,758.6296,346.9082,1.5950,820.4366,352.9569,3.1562,796.2457,355.4944,-0.9078,772.8642,359.9511,-3.4304,750.1541,368.5388,-1.1643,727.4015,376.9931,2.9071,703.2430,379.0111,3.0320
802.3522,362.4571,3.1088,798.5931,389.9847,-11.0302,799.2095,348.4228,3.0060,803.9360,325.1070,17.4047,758.5028,370.2614,-2.6979,755.1403,383.4657,0.8608,756.2925,358.6771,-2.9619,759.6906,345.9153,0.4482,822.5023,352.9245,3.5558,798.4214,355.4749,0.3702,774.6125,358.8763,-3.6271,751.6678,366.9199,-2.1978,729.2668,376.3295,2.1719,705.2934,379.9149,3.4550
804.0797,362.8752,4.0557,800.7616,390.1827,-9.8595,801.1786,348.4583,4.1657,806.1109,325.4954,18.6285,760.1735,368.9880,-3.4887,757.1282,382.0856,-1.0514,757.3849,357.2680,-3.3785,760.8443,344.5180,-1.0664,824.4264,352.8620,3.5769,800.2931,355.7671,1.3979,776.5062,358.4669,-2.7457,753.2762,365.2381,-3.1263,731.0371,375.3269,0.7555,707.3117,380.7901,3.6388
805.9881,362.9588,4.9298,802.2941,390.7355,-8.8752,803.1601,348.7242,5.0651,807.9584,326.1493,19.1176,761.7022,367.8099,-3.5399,759.3392,380.6472,-1.7791,759.1587,356.1276,-3.7874,761.6069,343.4844,-1.7987,826.1338,352.8677,3.4467,802.1463,356.3685,2.1566,778.1517,358.2213,-1.9673,754.9252,364.0047,-3.6561,732.2176,373.8700,-0.0866,709.5128,381.0685,3.1506
807.8976,363.4551,5.6453,804.5506,390.9888,-8.2950,805.1193,349.6459,5.5765,809.3905,326.0344,20.0027,763.2497,367.0873,-3.4931,761.5997,379.4921,-2.3927,760.7014,355.3947,-3.3004,762.7571,342.6820,-2.0359,827.9684,352.5915,2.9706,804.1760,356.5981,3.0110,779.9121,358.2654,-1.0791,756.4749,362.5563,-3.9642,733.9328,372.2067,-1.4058,711.0564,381.2804,2.7750
810.0316,363.7528,6.0833,806.9047,391.1693,-7.3908,806.9945,349.4853,5.8423,811.2725,326.9222,19.4917,764.8008,366.3723,-2.6380,764.3557,378.7175,-2.7408,762.5777,354.6087,-2.8603,763.3788,342.4589,-2.8467,829.4080,352.0448,1.8840,806.0261,356.9107,3.4074,781.8625,358.8783,0.0317,758.0678,361.8231,-3.2245,735.3891,370.5016,-1.8819,713.1040,380.5063,1.9575
811.7971,363.6397,5.6948,808.7606,390.9778,-6.7857,808.8114,349.6317,6.1371,812.3415,326.6298,18.6145,766.7677,366.3992,-1.9599,766.5308,378.5016,-2.8687,764.4494,354.5259,-1.7352,764.4947,342.2682,-2.8270,831.1453,351.6016,0.5611,807.8241,357.1226,3.3470,783.7455,359.2514,1.6936,759.6234,361.2766,-2.9036,736.6378,368.9877,-3.0020,714.4781,379.4842,0.9512
813.4193,363.6111,5.4745,812.5014,390.4750,-4.8319,810.6490,349.6500,5.2729,812.7386,326.2278,16.0153,768.5691,366.3216,-0.9542,769.5705,378.4549,-2.6586,766.0629,354.5652,-0.7739,765.4504,342.4725,-2.6502,832.8652,351.0116,-0.4993,809.7743,357.2160,3.2380,785.7777,359.7317,2.2733,761.4934,360.8921,-2.2257,738.3802,366.9252,-3.6761,715.8217,377.7601,-0.3650
815.4919,363.2720,5.1028,816.2270,388.5531,-1.3935,812.4005,349.2624,5.0843,811.3788,325.6055,11.2362,770.9576,366.7204,0.3312,772.4806,378.7595,-2.3264,768.2691,355.2912,0.6049,766.6682,343.0436,-2.4043,834.6900,349.6684,-1.1844,811.6119,356.7777,2.5855,787.8509,360.6557,3.0730,763.1801,361.3003,-0.6281,739.9194,365.6519,-3.5979,717.4317,376.1182,-1.4641
817.2438,362.8867,4.0574,822.1926,386.0758,3.9090,814.1391,348.8893,3.9203,809.2214,325.1663,3.8546,772.6711,367.3436,1.4018,775.2147,379.1670,-1.9463,769.9741,355.6094,1.4291,767.9073,343.7605,-1.9464,836.2645,349.1205,-2.3490,813.0407,356.4177,1.8444,789.4472,360.8765,3.3157,765.2536,361.4984,0.4999,741.3535,364.5406,-3.4054,718.6834,374.0559,-2.2994
818.7672,362.1244,2.7387,827.7120,383.5267,8.8527,815.4899,347.6959,2.7983,806.4059,324.2304,-3.5678,774.7368,368.3972,2.1367,778.1799,379.7872,-1.7680,772.3341,356.4071,2.1680,768.7907,345.0432,-1.7531,837.8572,348.0826,-2.8785,815.2220,355.5529,0.6947,791.7106,361.2439,3.7868,767.3504,362.2524,1.4471,743.2013,364.1823,-2.7448,720.4746,371.9973,-2.8432
820.0805,361.0771,1.5705,831.7097,381.1864,12.0849,817.6086,346.9126,1.5570,805.1363,323.2619,-8.8302,776.5857,369.1879,3.0987,781.1820,380.5450,-1.7903,774.4054,357.5782,3.1226,770.0952,345.9624,-1.8771,839.4104,347.2947,-3.5883,816.5244,354.7360,-0.4559,793.4293,361.1500,3.4261,769.3083,363.0402,2.3989,744.9877,363.7303,-1.8616,721.6678,369.8256,-3.3639
821.9225,359.5482,0.9938,834.8337,379.4597,13.3316,818.9305,345.7744,0.4417,805.4977,321.9887,-11.5971,778.7947,369.4293,3.7512,784.1544,380.9053,-2.1764,776.1199,357.9017,3.3632,771.0161,346.7941,-2.0261,841.1950,346.4108,-3.4072,818.4554,353.7699,-1.3541,795.5794,361.3077,2.7805,771.3116,363.8259,2.9609,746.9567,364.2854,-0.9119,723.3545,368.6774,-3.3368
823.6961,359.0125,-0.3237,836.9596,378.4045,13.3034,820.5913,344.6375,-0.2748,806.5141,320.8605,-13.6166,780.2093,369.9884,3.5396,786.5147,381.3598,-2.5984,778.2189,358.4831,3.6241,772.2119,347.1283,-2.3509,842.7533,345.7043,-3.3627,819.8485,352.5204,-2.1280,796.9956,360.4758,1.7938,773.4643,364.9032,3.5645,748.5959,364.7224,0.4078,724.7897,367.5465,-3.3821
825.1091,357.8091,-0.9300,838.6928,376.9250,13.1101,822.4592,343.2970,-0.8556,807.6195,319.7246,-14.8614,782.4788,370.4985,3.4127,788.9729,381.3655,-3.0187,779.9637,358.6192,3.1645,773.3636,347.4734,-3.1666,844.4508,345.2957,-2.7761,821.5335,351.3786,-2.9981,798.9701,359.6298,0.6331,775.2568,365.1272,3.6387,751.0648,365.4614,1.4314,726.7298,366.8532,-2.7562
826.7816,356.8484,-1.1794,840.3799,375.8425,12.8381,823.6293,342.5952,-1.2213,808.9655,318.8147,-15.3207,784.3533,370.1451,2.8930,791.5924,380.8725,-4.2322,781.8480,358.3499,2.5740,774.4851,347.4124,-4.2669,846.2803,344.9969,-1.7659,823.0792,350.3208,-3.4869,800.2657,358.8512,-0.2348,777.2395,365.3961,3.4382,753.0186,366.2748,2.3136,728.3143,366.7220,-1.7897
828.3405,355.9602,-1.2956,842.1476,375.0256,13.2633,825.5623,341.5592,-1.2057,810.8592,317.9231,-15.4633,785.8812,369.3896,2.0493,793.7974,380.3305,-5.1522,783.3755,358.0350,2.0562,775.5932,347.3065,-5.3320,847.9758,344.7855,-0.6888,824.6616,349.3643,-3.7659,801.7424,357.2830,-1.2861,778.9922,365.2089,2.8388,754.8151,367.7961,3.0206,730.4084,367.3743,-0.7811
830.2467,355.2222,-0.8581,843.8155,374.4126,13.4701,827.1543,341.1897,-0.5264,812.5731,317.2007,-15.2170,787.5094,368.6972,0.7519,796.2129,378.9752,-6.3341,785.1833,356.9126,1.1903,776.7297,346.1434,-6.3130,850.2353,344.9896,0.5509,826.4590,348.8383,-3.3453,803.1592,355.9707,-2.2011,780.6417,364.8203,1.9499,757.0328,368.4275,3.7479,732.1578,367.5274,0.4790
832.0369,355.1209,-0.0958,845.6812,374.1828,13.9181,828.9042,340.5873,-0.1973,814.2751,316.9070,-14.2243,789.2050,367.3622,-0.4945,798.4564,377.6526,-7.3889,786.7659,355.5893,-0.2956,778.0087,345.1025,-7.5830,852.0163,345.1377,1.4132,828.3258,348.3920,-2.9213,805.1928,354.3452,-3.1201,782.4374,363.7814,0.7513,758.9965,369.1663,3.6853,734.5955,368.9778,1.3831
833.6446,354.6822,0.9468,847.3011,373.6449,15.1962,830.9090,340.5665,1.1808,815.9103,316.9157,-13.4128,790.8762,366.2921,-1.6178,799.8860,376.2343,-8.2133,788.4684,354.2104,-1.3893,779.1179,343.8713,-8.7135,853.8052,345.0477,2.0675,829.8438,347.8783,-1.9065,806.6594,353.5246,-3.3464,784.2928,362.6892,-0.3278,760.8584,369.6570,3.3832,736.3206,370.4811,2.1502
835.7078,354.7713,1.9695,849.4151,374.0383,16.0358,833.0347,340.7939,2.0164,818.0926,316.5534,-12.1901,792.4282,364.3365,-2.2606,801.6372,374.7476,-9.3775,789.9425,352.6124,-2.3669,780.2664,342.5386,-9.1925,855.8535,345.6701,3.0114,831.9895,347.7685,-0.6110,807.9458,352.1893,-3.4416,785.3457,360.9840,-1.2308,762.8217,369.2343,2.4007,738.6026,371.6814,3.1323
837.5696,355.0283,2.9852,850.8898,374.4315,16.6340,834.4479,340.6951,3.1581,820.1418,317.1207,-10.5920,793.9373,362.9231,-2.7897,803.0231,373.1622,-9.5585,791.2826,351.1700,-3.0279,781.6698,341.0067,-9.4071,857.4352,345.5750,3.3532,833.5894,347.8637,0.1467,809.7927,351.5655,-3.2213,786.8990,359.3567,-2.4212,764.1881,368.8780,1.7703,740.6669,372.1737,3.6220
839.4641,355.0995,4.1085,852.4041,374.8407,17.4603,836.4263,341.2550,4.2256,822.4098,317.3280,-9.2993,795.3629,361.5337,-3.6018,804.7903,371.6486,-9.8814,792.6505,349.7807,-3.6180,783.0318,339.6855,-9.2566,859.2808,345.5491,3.4610,835.4041,348.3649,1.4298,811.4296,350.8288,-2.7765,788.6277,357.7637,-2.9771,766.1557,367.8043,0.9900,742.5211,373.2170,3.6115
841.4079,355.9386,5.1219,853.6280,375.3948,17.0380,838.2761,341.3005,5.0273,825.0317,317.7757,-6.9649,796.8805,360.3520,-3.5173,806.3273,370.5967,-9.2747,794.6754,348.6955,-3.7379,784.8845,338.2688,-9.3951,861.2303,345.5718,3.1763,837.4497,348.6885,2.4103,813.2651,350.5722,-1.9473,789.9997,356.3852,-3.3508,767.4400,366.2738,-0.2664,744.6220,373.7222,3.3948
843.1429,355.7350,5.7308,853.8583,376.4165,15.0799,839.8947,341.7445,5.8377,829.0005,318.1200,-3.4520,798.4295,359.3417,-3.2016,807.7169,369.9543,-8.2705,796.1845,347.9061,-3.2556,786.8245,337.1104,-8.0891,862.9598,345.1156,2.9117,839.2204,349.0414,2.9086,815.1426,350.8184,-0.8912,791.4116,355.3922,-3.4691,768.9925,364.6838,-1.2863,746.1885,373.7828,2.7394
845.0102,355.9538,5.9463,852.8424,378.6643,10.3089,841.7766,342.2328,5.9669,834.0255,318.7222,1.3660,800.5786,358.8306,-2.1898,808.9110,369.0494,-6.9656,797.8522,346.9132,-2.7275,788.8846,337.0589,-7.0296,864.8987,344.7646,1.6998,841.3710,349.4386,3.2034,816.9272,351.2255,0.2697,793.3008,354.2188,-3.3740,770.3924,362.9635,-2.2422,748.0623,373.0248,1.8267
847.3562,356.1610,5.8802,850.2970,380.3073,3.5115,844.0480,341.8499,5.8911,840.6509,318.6865,7.8934,802.0241,358.5380,-1.9330,810.5646,369.1993,-5.2366,799.6555,346.8779,-1.9391,791.1735,336.4588,-5.2487,866.4225,344.4495,0.8655,843.2282,349.5123,3.5383,819.0625,351.6975,1.2653,794.9343,353.9301,-2.8759,772.0958,361.0082,-2.9203,749.5384,372.1434,0.6617
848.5149,356.0604,5.4630,848.7266,382.1732,-2.5484,845.9081,342.2878,5.3341,846.0333,318.8054,13.7299,803.9894,358.8965,-0.6422,811.9334,369.4786,-3.5077,801.4876,347.2893,-0.6548,793.5969,336.4294,-3.4392,868.1078,343.3350,-0.0753,844.8581,349.6826,3.2675,821.0029,352.1316,2.3281,796.6912,353.5131,-1.5349,773.6429,359.4545,-3.6015,751.4102,370.3050,-0.3370
850.6342,355.8612,4.8890,848.6549,382.8447,-6.5481,847.6051,341.4680,5.0810,850.1559,318.5611,16.2782,805.7754,359.3952,0.3810,813.0497,370.1106,-1.4055,803.7424,347.3994,-0.0061,795.9771,336.9080,-1.6525,869.8777,342.3080,-1.2845,846.6254,349.3974,2.8084,822.9129,353.1302,2.6917,798.7172,354.0022,-0.7122,774.9226,357.8078,-3.3758,752.4635,368.7076,-1.4875
852.0979,355.2561,3.8678,849.4143,382.4195,-8.9798,849.3723,341.3077,3.7646,853.2120,317.8418,16.9541,808.0398,360.0301,1.4502,814.5692,370.7844,0.4218,805.2183,347.9919,1.2426,798.7730,337.4485,0.5727,871.4941,341.4390,-2.4244,848.3504,348.7682,1.5968,824.8423,353.6175,3.6479,800.6937,354.4587,0.3535,776.3818,357.0732,-3.5264,754.1875,366.3631,-2.2690
854.0867,354.1896,2.8495,850.4440,382.0712,-11.0363,851.0304,340.3472,2.9069,855.6730,317.0940,16.5544,810.1853,360.8450,2.5546,815.6971,371.5909,2.1421,807.1987,348.9969,2.4959,801.3726,338.1920,1.9239,872.9441,340.8456,-3.0637,850.2496,347.8751,0.5831,826.5458,353.8207,3.2978,802.4644,355.0039,1.1518,777.8779,356.5483,-2.5355,755.6106,364.5867,-3.6078
855.5194,353.4403,1.5287,851.9326,381.1230,-12.2493,852.5631,339.5479,1.6778,857.1358,316.4072,15.7677,811.8505,361.7472,3.1378,816.7088,372.7109,4.1950,809.4311,349.6129,3.0472,804.3815,338.6809,3.8441,874.5315,339.9655,-3.4333,851.7458,347.2045,-0.0056,828.5955,353.6611,3.3065,804.7761,355.7983,2.3439,779.9760,356.2402,-1.9462,756.8732,362.4410,-3.6790
856.9871,352.2895,0.5572,853.7138,380.0554,-13.5439,854.3647,338.4815,0.9216,858.8830,315.4268,14.4796,813.7632,362.3358,3.5264,818.2846,373.4128,5.5006,811.3997,350.5645,3.4762,807.2664,339.2665,5.2238,876.4250,339.3002,-3.5807,853.2261,346.1160,-1.4611,830.6485,353.5781,2.9216,806.8400,356.5766,2.9850,781.8299,356.9339,-0.6795,758.3896,361.0980,-3.2819
858.8130,351.3336,-0.0647,854.9196,379.1337,-14.2079,856.0180,337.1257,-0.4457,860.5276,314.2680,14.0497,815.7613,362.6974,3.6319,819.1992,374.1783,6.0111,813.3283,350.7760,3.6725,810.1348,339.3888,6.1666,878.3111,338.2187,-3.3183,854.8708,344.8280,-2.0357,832.4556,353.0150,1.9990,808.4641,357.1325,3.4967,783.8232,357.5843,0.1566,760.0131,360.0675,-3.3461
860.4132,349.9929,-1.0074,856.4455,377.7749,-15.0537,857.6499,336.0914,-0.5445,862.4845,313.0525,13.4228,817.6956,362.9646,3.3212,820.2378,374.3819,6.7213,815.3667,350.9972,3.2368,812.8265,338.9773,6.9119,879.9158,337.7193,-2.6144,856.4339,343.7302,-3.1257,833.8012,351.9239,0.8723,810.6518,357.8351,3.8061,786.2305,358.2927,1.2255,761.8079,359.1433,-2.9855
861.8967,349.2385,-1.3105,858.5501,376.7942,-15.3484,858.9433,335.1613,-1.1899,863.7315,312.1235,13.1337,819.4331,362.4608,2.7613,820.8854,374.4659,6.6884,816.9942,350.6990,2.5582,815.4868,338.8476,6.8384,881.3418,337.6751,-1.7628,858.1412,343.0790,-3.5960,835.3144,351.1212,-0.3856,812.4064,357.9916,3.1526,788.1864,359.2608,2.0078,763.5930,359.1707,-1.9688
